name,date,measure,trump_position,vote,agreement_likelihood,plus_minus
Lloyd Doggett,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.004,-0.004
Lloyd Doggett,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.049,-0.049
Lloyd Doggett,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.001,-0.001
Lloyd Doggett,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.001,-0.001
Lloyd Doggett,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.004,-0.004
Lloyd Doggett,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.002,-0.002
Lloyd Doggett,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.005,-0.005
Lloyd Doggett,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.002,-0.002
Lloyd Doggett,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.003,-0.003
Lloyd Doggett,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.001,-0.001
Lloyd Doggett,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.002,-0.002
Lloyd Doggett,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.005,-0.005
Lloyd Doggett,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.002,-0.002
Lloyd Doggett,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.012,-0.012
Lloyd Doggett,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.002,-0.002
Lloyd Doggett,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.182,-0.182
Lloyd Doggett,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.011,-0.011
Lloyd Doggett,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.001,-0.001
Grace Meng,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.035,-0.035
Grace Meng,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.802,0.198
Grace Meng,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.055,-0.055
Grace Meng,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.01,-0.01
Grace Meng,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.004,-0.004
Grace Meng,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.052,-0.052
Grace Meng,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.001,-0.001
Grace Meng,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.001,-0.001
Grace Meng,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.005,-0.005
Grace Meng,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.003,-0.003
Grace Meng,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.006,-0.006
Grace Meng,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.003,-0.003
Grace Meng,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.003,-0.003
Grace Meng,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.002,-0.002
Grace Meng,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.003,-0.003
Grace Meng,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.006,-0.006
Grace Meng,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.003,-0.003
Grace Meng,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.014,-0.014
Grace Meng,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.002,-0.002
Grace Meng,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.19,-0.19
Grace Meng,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.012,-0.012
Grace Meng,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.002,-0.002
Colleen Hanabusa,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.037,-0.037
Colleen Hanabusa,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.805,0.195
Colleen Hanabusa,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.058,-0.058
Colleen Hanabusa,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.011,-0.011
Colleen Hanabusa,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.005,-0.005
Colleen Hanabusa,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.055,-0.055
Colleen Hanabusa,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.002,-0.002
Colleen Hanabusa,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.002,-0.002
Colleen Hanabusa,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.005,-0.005
Colleen Hanabusa,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.003,-0.003
Colleen Hanabusa,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.007,-0.007
Colleen Hanabusa,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.003,-0.003
Colleen Hanabusa,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.004,-0.004
Colleen Hanabusa,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.002,-0.002
Colleen Hanabusa,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.003,-0.003
Colleen Hanabusa,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.006,-0.006
Colleen Hanabusa,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.003,-0.003
Colleen Hanabusa,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.015,-0.015
Colleen Hanabusa,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.003,-0.003
Colleen Hanabusa,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.196,-0.196
Colleen Hanabusa,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.013,-0.013
Colleen Hanabusa,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.002,-0.002
Alan S. Lowenthal,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.043,-0.043
Alan S. Lowenthal,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.811,0.189
Alan S. Lowenthal,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.066,-0.066
Alan S. Lowenthal,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.014,-0.014
Alan S. Lowenthal,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.006,-0.006
Alan S. Lowenthal,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.062,-0.062
Alan S. Lowenthal,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,No,0.002,-0.002
Alan S. Lowenthal,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,No,0.002,-0.002
Alan S. Lowenthal,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.007,-0.007
Alan S. Lowenthal,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.004,-0.004
Alan S. Lowenthal,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.009,-0.009
Alan S. Lowenthal,Feb. 7,Repeal of a Department of Education rule on school accountability (234-190),support,No,0.004,-0.004
Alan S. Lowenthal,Feb. 7,Repeal of changes to Bureau of Land Management planning rules (234-186),support,No,0.005,-0.005
Alan S. Lowenthal,Feb. 3,Repeal of a rule requiring energy companies to reduce waste and emissions (221-191),support,No,0.003,-0.003
Alan S. Lowenthal,Feb. 2,Repeal of a rule requiring the Social Security Administration to submit information to the national background-check system (235-180),support,No,0.005,-0.005
Alan S. Lowenthal,Feb. 2,Repeal of a rule requiring some federal contractors to report labor violations (236-187),support,No,0.008,-0.008
Alan S. Lowenthal,Feb. 1,Repeal of the stream protection rule (228-194),support,No,0.004,-0.004
Alan S. Lowenthal,Feb. 1,Repeal of a rule requiring energy companies to disclose payments to foreign governments (235-187),support,No,0.018,-0.018
Alan S. Lowenthal,Jan. 24,Permanent ban on the use of federal funds for abortion or health coverage that includes abortions (238-183),support,No,0.004,-0.004
Alan S. Lowenthal,Jan. 13,Waiver allowing James Mattis to become secretary of defense (268-151),support,No,0.211,-0.211
Alan S. Lowenthal,Jan. 13,Budget resolution to repeal the Affordable Care Act (227-198),support,No,0.016,-0.016
Alan S. Lowenthal,Jan. 5,Regulations from the Executive in Need of Scrutiny Act of 2017 (237-187),support,No,0.003,-0.003
Daniel Lipinski,March 16,Giving the secretary of veterans affairs more flexibility to discipline employees (237-178),support,No,0.273,-0.273
Daniel Lipinski,March 8,Department of Defense Appropriations Act (371-48),support,Yes,0.893,0.107
Daniel Lipinski,March 2,Changes to rulemaking requirements for federal agencies (246-176),support,No,0.335,-0.335
Daniel Lipinski,March 1,Repeal of a Department of Labor rule regarding records of work-related injuries and illnesses (231-191),support,No,0.177,-0.177
Daniel Lipinski,March 1,Requires review of proposed regulations by the Office of Information and Regulatory Affairs (241-184),support,No,0.177,-0.177
Daniel Lipinski,March 1,Establishment of a commission to review federal regulations (240-185),support,No,0.288,-0.288
Daniel Lipinski,Feb. 16,Repeal of a rule requiring state and local governments to distribute federal funds to qualified health centers even if they perform abortions (230-188),support,Yes,0.114,0.886
Daniel Lipinski,Feb. 15,Repeal of a Department of Labor rule on drug testing of applicants for unemployment compensation (236-189),support,Yes,0.129,0.871
Daniel Lipinski,Feb. 15,Repeal of a rule that allowed a new type of state-based retirement plan (231-193),support,No,0.145,-0.145
Daniel Lipinski,Feb. 15,Repeal of a rule that allowed a new type of retirement plan established by local governments (234-191),support,No,0.136,-0.136
Daniel Lipinski,Feb. 7,Repeal of a Department of Education rule on teacher preparation programs (240-181),support,No,0.178,-0.178
